h,data,real,pred,naive
4,2021-01-31,0.0,2.4098617021018356,0.0
4,2021-02-07,1.0,29.81964553056647,0.0
4,2021-02-14,0.0,14.031189673762988,0.0
4,2021-02-21,1.0,6.432733544344839,2.0
4,2021-02-28,1.0,3.464989011056133,0.0
4,2021-03-07,9.0,8.70320065327348,1.0
4,2021-03-14,12.0,6.84980944079033,0.0
4,2021-03-21,12.0,8.361467985065458,1.0
4,2021-03-28,8.0,12.11667502202739,1.0
4,2021-04-04,7.0,26.72472267554089,9.0
4,2021-04-11,9.0,14.684313162830872,12.0
4,2021-04-18,5.0,10.113294232977283,12.0
4,2021-04-25,0.0,10.91105998799972,8.0
4,2021-05-02,1.0,5.08798834515065,7.0
4,2021-05-09,1.0,3.544574742087278,9.0
4,2021-05-16,0.0,7.238095410114734,5.0
4,2021-05-23,0.0,1.007105253553702,0.0
4,2021-05-30,0.0,0.17996828589393646,1.0
4,2021-06-06,1.0,-0.021524255896406136,1.0
4,2021-06-13,0.0,0.042695272150922205,0.0
4,2021-06-20,1.0,0.7189927379061781,0.0
4,2021-06-27,0.0,0.10998361498533447,0.0
4,2021-07-04,0.0,0.06796418121693983,1.0
4,2021-07-11,0.0,0.6016097618330318,0.0
4,2021-07-18,0.0,0.2895939729879648,1.0
4,2021-07-25,0.0,0.8105337294604005,0.0
4,2021-08-01,0.0,0.4016753000087786,0.0
4,2021-08-08,0.0,0.13869918694895575,0.0
4,2021-08-15,0.0,0.14858223266835058,0.0
4,2021-08-22,0.0,0.003567667879068598,0.0
4,2021-08-29,0.0,-0.009735818341280194,0.0
4,2021-09-05,0.0,0.08821358805851802,0.0
4,2021-09-12,0.0,0.202897405510639,0.0
4,2021-09-19,0.0,0.047862531922258984,0.0
4,2021-09-26,0.0,-0.1179630816703419,0.0
4,2021-10-03,0.0,-0.084329533927354,0.0
4,2021-10-10,0.0,-0.020214924581655698,0.0
4,2021-10-17,0.0,-0.05209947117967529,0.0
4,2021-10-24,0.0,-0.03077039561520172,0.0
4,2021-10-31,0.0,0.08406361845593069,0.0
4,2021-11-07,1.0,-0.11585190998459317,0.0
4,2021-11-14,0.0,-0.013246733991798517,0.0
4,2021-11-21,0.0,0.3637299373444233,0.0
4,2021-11-28,0.0,0.5447114318192791,0.0
4,2021-12-05,1.0,0.22235660726670756,1.0
4,2021-12-12,0.0,1.7302570757699598,0.0
4,2021-12-19,2.0,2.7315705813470927,0.0
4,2021-12-26,0.0,1.0939124150668815,0.0
4,2022-01-02,1.0,0.7761870131784996,1.0
4,2022-01-09,2.0,0.9863979960508621,0.0
4,2022-01-16,9.0,2.2836795033927806,2.0
4,2022-01-23,20.0,5.811462608975895,0.0
4,2022-01-30,51.0,12.154919055083065,1.0
4,2022-02-06,203.0,20.94733974842055,2.0
4,2022-02-13,269.0,93.88937388371242,9.0
4,2022-02-20,463.0,28.22561028821154,20.0
4,2022-02-27,482.0,77.28793851381674,51.0
4,2022-03-06,524.0,117.76750971269261,203.0
4,2022-03-13,753.0,285.349961597373,269.0
4,2022-03-20,879.0,445.51879441649055,463.0
4,2022-03-27,569.0,650.7111041069525,482.0
4,2022-04-03,344.0,601.5567958410123,524.0
4,2022-04-10,223.0,620.5731693469436,753.0
4,2022-04-17,313.0,376.8397185215438,879.0
4,2022-04-24,122.0,487.1275132264999,569.0
4,2022-05-01,92.0,259.1253919977265,344.0
4,2022-05-08,61.0,223.77719484330424,223.0
4,2022-05-15,17.0,199.48607529532046,313.0
4,2022-05-22,26.0,27.09292390898181,122.0
4,2022-05-29,19.0,29.278589083422453,92.0
4,2022-06-05,14.0,36.04100571354099,61.0
4,2022-06-12,24.0,7.240711880848104,17.0
4,2022-06-19,13.0,7.793815933758017,26.0
4,2022-06-26,11.0,17.587843865816755,19.0
4,2022-07-03,11.0,2.0372610502140027,14.0
4,2022-07-10,3.0,16.35589101625964,24.0
4,2022-07-17,3.0,3.6260557066287067,13.0
4,2022-07-24,3.0,2.9769401382606495,11.0
4,2022-07-31,1.0,1.8315155353368595,11.0
4,2022-08-07,2.0,5.054408692532015,3.0
4,2022-08-14,0.0,0.8356814332668359,3.0
4,2022-08-21,3.0,0.41802566926540674,3.0
4,2022-08-28,0.0,0.489856307679404,1.0
